MODEL UNDER TEST. Read ONLY this file. No decrypt. No world knowledge.
Real FinQA + WikiTableQuestions tables in SHARED CONTEXT.
Research path: binders (PROG/DSL) vs sealed NL.
WTQ gold cell LOOKUP DSL binder (research path).

===== SHARED CONTEXT BEGIN (real tables) =====
### TABLE E58245d48c86c ###
Edb3a061cea13 | E1da84b778cb6 | 2018
Ed61e1f80cef1 | E7eb3f56226bd | 13
E87b8ade2f1f6 | E11cb11528777 | Eac622fa22221
E87b8ade2f1f6 | E420f2b5bc48a | Ec3a8ce7e2aae
E87b8ade2f1f6 | Ea77014fbbdad | E1b8564d58666
E87b8ade2f1f6 | E7eb3f56226bd | E1b8564d58666
E1671bebd981a | E11cb11528777 | E954cbe87fcb4
E1671bebd981a | E420f2b5bc48a | Ed6095da4098b
E1671bebd981a | Ea77014fbbdad | Eac4d2809ad81
E1671bebd981a | E7eb3f56226bd | Eac4d2809ad81

### TABLE Ec4329045f396 ###
Ebd60cef586a5 | Efbda4d782098 | 2019
Ebd60cef586a5 | Ee834ee63784e | Ea36d7d3007cf
Ebd60cef586a5 | Eb55b816ed2ef | E1af6b465fa57
Ebd60cef586a5 | Ee834ee63784e | Ee57c8fd8f278
Ebd60cef586a5 | E3c3610c8ad74 | E4c74a5b1ca64
Eeed384f4f91e | Efbda4d782098 | 2020
Eeed384f4f91e | Ee834ee63784e | 828
Eeed384f4f91e | Eb55b816ed2ef | 417
Eeed384f4f91e | Ee834ee63784e | 62
Eeed384f4f91e | E3c3610c8ad74 | 75
E39f9e5b68aad | Efbda4d782098 | 2021
E39f9e5b68aad | Ee834ee63784e | 847
E39f9e5b68aad | Eb55b816ed2ef | 426
E39f9e5b68aad | Ee834ee63784e | 61
E39f9e5b68aad | E3c3610c8ad74 | 80
Eeef27c06188e | Efbda4d782098 | 2022
Eeef27c06188e | Ee834ee63784e | 857
Eeef27c06188e | Eb55b816ed2ef | 448
Eeef27c06188e | Ee834ee63784e | 59
Eeef27c06188e | E3c3610c8ad74 | 86
Edd9620144391 | Efbda4d782098 | 2023
Edd9620144391 | Ee834ee63784e | 873
Edd9620144391 | Eb55b816ed2ef | 471
Edd9620144391 | Ee834ee63784e | 57
Edd9620144391 | E3c3610c8ad74 | 92
E53aa734ca14b | Efbda4d782098 | Efb540b5fbb2c
E53aa734ca14b | Ee834ee63784e | 4365
E53aa734ca14b | Eb55b816ed2ef | 2557
E53aa734ca14b | Ee834ee63784e | 252
E53aa734ca14b | E3c3610c8ad74 | 547

### TABLE E98b420ba05d7 ###
E951551ad5be4 | Ed284a56c6abe | E15f434d612ea
E951551ad5be4 | E2c1a2a5fb006 | E6987e8ceb0e1
E951551ad5be4 | Eac096cc34fe0 | Edd09e257087c
Edbf79e9cccab | Ed284a56c6abe | Eab4a284a3848
Edbf79e9cccab | E2c1a2a5fb006 | 7.2
Edbf79e9cccab | Eac096cc34fe0 | 8.4
E7071ad90637f | Ed284a56c6abe | E9c271389b6c8
E7071ad90637f | E2c1a2a5fb006 | 18.9
E7071ad90637f | Eac096cc34fe0 | 18.6
Eced8fb22eaa2 | Ed284a56c6abe | Ebf6a7b6c2b3e
Eced8fb22eaa2 | E2c1a2a5fb006 | 24.8
Eced8fb22eaa2 | Eac096cc34fe0 | 24.9
Ecafc0e194f2c | Ed284a56c6abe | Ed633f4bba187
Ecafc0e194f2c | E2c1a2a5fb006 | 32.9
Ecafc0e194f2c | Eac096cc34fe0 | 30.4
E2d4b0ef24607 | Ed284a56c6abe | Eeeb20eee5cb5
E2d4b0ef24607 | E2c1a2a5fb006 | 26.6
E2d4b0ef24607 | Eac096cc34fe0 | 29.1
Eace1daaf62d8 | Ed284a56c6abe | E259077e6ed56
Eace1daaf62d8 | E2c1a2a5fb006 | 117.9
Eace1daaf62d8 | Eac096cc34fe0 | 132.8
E2956235a7db2 | Ed284a56c6abe | Ef73124ad4598
E2956235a7db2 | E2c1a2a5fb006 | E33aaa9214b4e
E2956235a7db2 | Eac096cc34fe0 | E4d6504689f97

### TABLE E8af1114296d2 ###
Eebd816b1c0a6 | E7600a5136c7d | E518371519ec7
Eebd816b1c0a6 | Ef05f56f4a9d1 | 5.2
Eebd816b1c0a6 | E7b1fda9be920 | 3.7
Eebd816b1c0a6 | E8f11cc6285c5 | 15.2
Eebd816b1c0a6 | E3fcce9910fe7 | 24.1
Ed0ff3999dac8 | E7600a5136c7d | E4db714d12615
Ed0ff3999dac8 | Ef05f56f4a9d1 | 10.3
Ed0ff3999dac8 | E7b1fda9be920 | 11.5
Ed0ff3999dac8 | E8f11cc6285c5 | 7.1
Ed0ff3999dac8 | E3fcce9910fe7 | 28.9
Eeb713dfb872b | E7600a5136c7d | Ee6e9652d8e25
Eeb713dfb872b | Ef05f56f4a9d1 | 2.6
Eeb713dfb872b | E7b1fda9be920 | 7.9
Eeb713dfb872b | E8f11cc6285c5 | 2014
Eeb713dfb872b | E3fcce9910fe7 | 10.5
Ea462ddc82b39 | E7600a5136c7d | E376aef9af0cf
Ea462ddc82b39 | Ef05f56f4a9d1 | 8.6
Ea462ddc82b39 | E7b1fda9be920 | 1.6
Ea462ddc82b39 | E8f11cc6285c5 | .9
Ea462ddc82b39 | E3fcce9910fe7 | 11.1
E0732dd8f7f48 | E7600a5136c7d | E615db57e4537
E0732dd8f7f48 | Ef05f56f4a9d1 | 2.9
E0732dd8f7f48 | E7b1fda9be920 | .8
E0732dd8f7f48 | E8f11cc6285c5 | 2014
E0732dd8f7f48 | E3fcce9910fe7 | 3.7
Ef2e46e0b4629 | E7600a5136c7d | Ef2bb65774bf1
Ef2e46e0b4629 | Ef05f56f4a9d1 | 29.6
Ef2e46e0b4629 | E7b1fda9be920 | 25.5
Ef2e46e0b4629 | E8f11cc6285c5 | 23.2
Ef2e46e0b4629 | E3fcce9910fe7 | 78.3

### TABLE E77c3b0ae253a ###
Eaf95441ffa48 | E1da84b778cb6 | 2018
Eaf95441ffa48 | Ed2294dc92992 | 166961
E2d5483f81321 | E1da84b778cb6 | 2019
E2d5483f81321 | Ed2294dc92992 | 142987
Eacfa6324e693 | E1da84b778cb6 | 2020
Eacfa6324e693 | Ed2294dc92992 | 124856
E8efd0ab2e473 | E1da84b778cb6 | 2021
E8efd0ab2e473 | Ed2294dc92992 | 118168
E238c80f99fa7 | E1da84b778cb6 | Ec9f325d077f2
E238c80f99fa7 | Ed2294dc92992 | 626495
E9b4cd10a4b0a | E1da84b778cb6 | Ed8a50b970be4
E9b4cd10a4b0a | Ed2294dc92992 | Ef7f41fb59d0f

### TABLE E9740ef169519 ###
E7d3c69ebb73a | E11cb11528777 | Ef6fca920875f
E7d3c69ebb73a | E84df124608e6 | E50f3aefcd63a
E8041308c0cbe | E11cb11528777 | E0465bfdd66ab
E8041308c0cbe | E84df124608e6 | 289
Ea9a936d0e18c | E11cb11528777 | E223f63ccc211
Ea9a936d0e18c | E84df124608e6 | 107
Ee170d30b0c82 | E11cb11528777 | E795168140007
Ee170d30b0c82 | E84df124608e6 | 14
Eac908a60a90e | E11cb11528777 | E8c70f4788b20
Eac908a60a90e | E84df124608e6 | E154f7a0972b1
E59aec8a32d19 | E11cb11528777 | E259077e6ed56
E59aec8a32d19 | E84df124608e6 | E45ebb81d7999
E7ba23c2986e9 | E11cb11528777 | E42dcbcf7cd29
E7ba23c2986e9 | E84df124608e6 | Eaa7224ac3c03

### TABLE E1fb9c629c205 ###
Edd8da31e3778 | E11f7052e71e1 | E54f411486bad
Edd8da31e3778 | E3aa41fafa946 | Ef7d7e1ed30b2
Edd8da31e3778 | Ebc4b47dd9225 | E3769605f6d27
Eee07347f712c | E11f7052e71e1 | E54f411486bad
Eee07347f712c | E3aa41fafa946 | 2500
Eee07347f712c | Ebc4b47dd9225 | 2183

### TABLE Ede396c2df6b9 ###
Eb79dbba49129 | E11cb11528777 | Eacedb7e8cd3d
Eb79dbba49129 | E986cb8ffb553 | E081acd35750e
Eb79dbba49129 | E1da84b778cb6 | 16112
Eedf3601319b6 | E11cb11528777 | E72ecf803db7a
Eedf3601319b6 | E986cb8ffb553 | E459b07f3e52c
Eedf3601319b6 | E1da84b778cb6 | 1692
E7584c6fd85f2 | E11cb11528777 | Ef51db86991f4
E7584c6fd85f2 | E986cb8ffb553 | Ef583928e8ae6
E7584c6fd85f2 | E1da84b778cb6 | 2.62

### TABLE Ed6c8f8f8e7bb ###
E871d782026c5 | Eac096cc34fe0 | Ed32ce3920dd8
E871d782026c5 | E66d9d82f593d | Ed32ce3920dd8
E871d782026c5 | Ed448e36fb5b5 | Ed32ce3920dd8
E871d782026c5 | E2aa45b1f04e2 | Ed32ce3920dd8
E75eb0200649a | Eac096cc34fe0 | Ea9c2480ad106
E75eb0200649a | E66d9d82f593d | E971e5eea428c
E75eb0200649a | Ed448e36fb5b5 | Eae6f10fc14b8
E75eb0200649a | E2aa45b1f04e2 | E8eb1a4de3c17

### TABLE Ea219a13c1100 ###
E73f1ea9d52ab | Eac096cc34fe0 | E767c1a0da1b7
E73f1ea9d52ab | E0e697e0feac6 | E2fb556f7a659
E73f1ea9d52ab | E3212513b5948 | Efea9dde54ebb
E4b17d38cae13 | Eac096cc34fe0 | Ebd00cb58854a
E4b17d38cae13 | E0e697e0feac6 | E2894a9d5d178
E4b17d38cae13 | E3212513b5948 | E6b0ac4394ec5
Ecdada2e9c8c2 | Eac096cc34fe0 | E7d8ca4868dd4
Ecdada2e9c8c2 | E0e697e0feac6 | E13e77455d969
Ecdada2e9c8c2 | E3212513b5948 | Ea4de1bd4f111
E04406fa5ad69 | Eac096cc34fe0 | Ea4edbd9dd1c6
E04406fa5ad69 | E0e697e0feac6 | E00ef0835ddbb
E04406fa5ad69 | E3212513b5948 | E7cce542343a0
E72dd025963f3 | Eac096cc34fe0 | E1b23c879021c
E72dd025963f3 | E0e697e0feac6 | E385e0a371da4
E72dd025963f3 | E3212513b5948 | E3a88bd74d540
Ef1121b21dadf | Eac096cc34fe0 | E5ffafabba0a3
Ef1121b21dadf | E0e697e0feac6 | E52d811faf5e8
Ef1121b21dadf | E3212513b5948 | Efc34df3c255a
E4bda013de734 | Eac096cc34fe0 | Ed7478c5e753b
E4bda013de734 | E0e697e0feac6 | Ef1743f36f33e
E4bda013de734 | E3212513b5948 | E39d022722934
E954dbdf107c9 | Eac096cc34fe0 | Eec676b85112b
E954dbdf107c9 | E0e697e0feac6 | Ed29481e5a013
E954dbdf107c9 | E3212513b5948 | Ebf19ac63e57e
E808282812d79 | Eac096cc34fe0 | Edcac223c4341
E808282812d79 | E0e697e0feac6 | E6c26577a2257
E808282812d79 | E3212513b5948 | E00c07c4968e5

### TABLE Ef15693ff102e ###
E12f3c26554a5 | E0bfe29ea17f5 | E9c112941fe6e
E12f3c26554a5 | Ebd7f596e65f2 | 13
E12f3c26554a5 | E289d146893c9 | Edabdfc607dd3
E12f3c26554a5 | Eb93d8bce2767 | 22552
Ee14bd95bf2b7 | E0bfe29ea17f5 | E39455b646c15
Ee14bd95bf2b7 | Ebd7f596e65f2 | 750
Ee14bd95bf2b7 | E289d146893c9 | E0f485438df31
Ee14bd95bf2b7 | E97aa6a47faa0 | 750
Ee14bd95bf2b7 | Eb93d8bce2767 | 21802
E323e853ab85f | E0bfe29ea17f5 | Ee65414c36c65
E323e853ab85f | Ebd7f596e65f2 | 292
E323e853ab85f | E289d146893c9 | E3304ec845baf
E323e853ab85f | E97aa6a47faa0 | 251
E323e853ab85f | Eb93d8bce2767 | 21551
Ef325465d65b2 | E0bfe29ea17f5 | Ef2bb65774bf1
Ef325465d65b2 | Ebd7f596e65f2 | 1055
Ef325465d65b2 | E289d146893c9 | E352d37e399af
Ef325465d65b2 | E97aa6a47faa0 | 1001

### TABLE Ea83c37379c88 ###
E1f8cc71c58ef | Eee6693053506 | E740593325002
E1f8cc71c58ef | E3d7e09bdbb57 | Ea4bf81e1d7da
E1f8cc71c58ef | E1da84b778cb6 | Ea4bf81e1d7da
E1f8cc71c58ef | E986cb8ffb553 | E4effb141c63a
E91d083d14276 | Eee6693053506 | E4c95f3e7427c
E91d083d14276 | E3d7e09bdbb57 | 2.31
E91d083d14276 | E1da84b778cb6 | 1.38
E91d083d14276 | E986cb8ffb553 | 0.92
E057a2e5682c8 | Eee6693053506 | E4eae1866f038
E057a2e5682c8 | E3d7e09bdbb57 | 22.26
E057a2e5682c8 | E1da84b778cb6 | 22.91
E057a2e5682c8 | E986cb8ffb553 | 21.68

### TABLE E631e348868b1 ###
E9b0afbeb3118 | E07f998c3160b | Ef9e33c651dac
E9b0afbeb3118 | Ee008d0936290 | E0f5c4c519002
E9b0afbeb3118 | Ec09726f6dab2 | Ee3a051da31b1
E3b65d524493c | E07f998c3160b | E2c2c12e8ce2c
E0641105c2e5f | E07f998c3160b | E5a512e328641
E0641105c2e5f | Ee008d0936290 | E91817ba45427
E0641105c2e5f | Ec09726f6dab2 | E249b40216fb3
Ea8a915c67fee | E07f998c3160b | Eea995b007e6c
Ea8a915c67fee | Ee008d0936290 | Ee2c923c8be7d
Ea8a915c67fee | Ec09726f6dab2 | E2720e38a584e

### TABLE E3efb45a1ae63 ###
E3ec24a2085cf | E139a4f2c802a | 2006
E3ec24a2085cf | Eaffc6f0451f0 | 106319
Ead15848e0d55 | E139a4f2c802a | 2007
Ead15848e0d55 | Eaffc6f0451f0 | 106095
E013aac9a469f | E139a4f2c802a | 2008
E013aac9a469f | Eaffc6f0451f0 | 106191
E1509aa60cc8f | E139a4f2c802a | 2009
E1509aa60cc8f | Eaffc6f0451f0 | 106214
E461762274e05 | E139a4f2c802a | E4daf3000c032
E461762274e05 | Eaffc6f0451f0 | 1570111
E1c27c675c7bc | E139a4f2c802a | Ef2bb65774bf1
E1c27c675c7bc | Eaffc6f0451f0 | E1a3f1e0bfbae

### TABLE E7e6823747f88 ###
E56d2ad933366 | E11cb11528777 | E69bf4dd1f92c
E56d2ad933366 | E3fcce9910fe7 | Edf1c06fb5ca1
E56d2ad933366 | Ea77014fbbdad | E3ad8b1d4194d
E56d2ad933366 | Eb1bc5a68fda8 | E95d9ce3d1808
E56d2ad933366 | E45a8d99128fc | Ee383814b5d0d
E56d2ad933366 | E25c29f6f0021 | Ee891fd627cfe
E4ffafe5c4d06 | E11cb11528777 | Ec07cfa48cc14
E4ffafe5c4d06 | E3fcce9910fe7 | 149
E4ffafe5c4d06 | Ea77014fbbdad | 108
E4ffafe5c4d06 | Eb1bc5a68fda8 | 34
E4ffafe5c4d06 | E45a8d99128fc | 7
E4ffafe5c4d06 | E25c29f6f0021 | 2014
Eb435b40d272a | E11cb11528777 | Ef2bb65774bf1
Eb435b40d272a | E3fcce9910fe7 | E291075a6ad59
Eb435b40d272a | Ea77014fbbdad | Eec71069dadfb
Eb435b40d272a | Eb1bc5a68fda8 | Ed9f858402c74
Eb435b40d272a | E45a8d99128fc | E3ad8b1d4194d
Eb435b40d272a | E25c29f6f0021 | Ee891fd627cfe

### TABLE E0abea5ff5783 ###
E167b6034c428 | E1ded7ef868e3 | Ef4c331af8b6d
E167b6034c428 | Eb4e0128d08e7 | E34d5444a0070
E167b6034c428 | E1e5d4fd49eb3 | E34d5444a0070
E167b6034c428 | E7c00745fb117 | E34d5444a0070
E8c41edd12a2f | E1ded7ef868e3 | E7d93a208b987
E8c41edd12a2f | Eb4e0128d08e7 | E4d2914ffde1a
E8c41edd12a2f | E1e5d4fd49eb3 | Ee3709d2a6a71
E8c41edd12a2f | E7c00745fb117 | Efc160ca564a8
E7e3153b3c6b1 | E1ded7ef868e3 | E3176ff00a7a3
E7e3153b3c6b1 | Eb4e0128d08e7 | E71935ee97051
E7e3153b3c6b1 | E1e5d4fd49eb3 | E316da0db70c7
E7e3153b3c6b1 | E7c00745fb117 | E91c0859e6fe0
Ef833d6b77f7a | E1ded7ef868e3 | Ea58b69968207
Ef833d6b77f7a | Eb4e0128d08e7 | Ee1dd2d74cf16
Ef833d6b77f7a | E1e5d4fd49eb3 | Eeaa509f021b9
Ef833d6b77f7a | E7c00745fb117 | Ea68ba5275237
Ead5b6c48ae5d | E1ded7ef868e3 | E28d728f1fbc0
Ead5b6c48ae5d | Eb4e0128d08e7 | E263316b553b2
Ead5b6c48ae5d | E1e5d4fd49eb3 | Eb624d119d33a
Ead5b6c48ae5d | E7c00745fb117 | E5d90ded5a5f6
E48e5c5bd4716 | E1ded7ef868e3 | Eafcc44ac913c
E48e5c5bd4716 | Eb4e0128d08e7 | E6074c0d36e86
E48e5c5bd4716 | E1e5d4fd49eb3 | E8a911ebd9bfe
E48e5c5bd4716 | E7c00745fb117 | Ebb56c6d0f28a

### TABLE E754a0bf4cf13 ###
Ee839342bfc77 | E28cf1488a38b | E2c5deae8bdc1
Ee839342bfc77 | Ed448e36fb5b5 | Ea307550a3c8c
Ee839342bfc77 | E2aa45b1f04e2 | E2a75cd1cf090
Ee839342bfc77 | E58d8bad0c4b2 | E38264a5a9675
E265ad62c5dc5 | E28cf1488a38b | E2c58260f7527
E265ad62c5dc5 | Ed448e36fb5b5 | Ebc76c82eb00c
E265ad62c5dc5 | E2aa45b1f04e2 | Eba395c4d3997
E265ad62c5dc5 | E58d8bad0c4b2 | E6b83acb66bb3
E8de70b4017a5 | E28cf1488a38b | Eec7959530f84
E8de70b4017a5 | Ed448e36fb5b5 | E92598e8c5be3
E8de70b4017a5 | E2aa45b1f04e2 | E772ecb5925da
E8de70b4017a5 | E58d8bad0c4b2 | E185d40eac71a

### TABLE E43bc6dc1fe25 ###
Ea3cc0d080ff3 | E11cb11528777 | E5101ce5d3f56
Ea3cc0d080ff3 | E3fcce9910fe7 | E1dd9676fa0d8
Ea3cc0d080ff3 | Eaac1daab945d | E439923bda54a
Ea3cc0d080ff3 | E842a80645257 | E65eea104053c
Ea3cc0d080ff3 | E8f7e0bd325c1 | E585425d2a200
Ea3cc0d080ff3 | E1b6d4074a6cb | Ec8d4a9db5369
E537d7d6a4b7b | E11cb11528777 | E937e21084911
E537d7d6a4b7b | E3fcce9910fe7 | 1137.6
E537d7d6a4b7b | Eaac1daab945d | 200.4
E537d7d6a4b7b | E842a80645257 | 372.9
E537d7d6a4b7b | E8f7e0bd325c1 | 288.8
E537d7d6a4b7b | E1b6d4074a6cb | 275.5
E6afa01a6ab17 | E11cb11528777 | E2fd571d8c582
E6afa01a6ab17 | E3fcce9910fe7 | 226.6
E6afa01a6ab17 | Eaac1daab945d | 55.0
E6afa01a6ab17 | E842a80645257 | 96.2
E6afa01a6ab17 | E8f7e0bd325c1 | 46.4
E6afa01a6ab17 | E1b6d4074a6cb | 29.0
E5abde3a9863a | E11cb11528777 | E3c3be937bbec
E5abde3a9863a | E3fcce9910fe7 | 246.7
E5abde3a9863a | Eaac1daab945d | 131.7
E5abde3a9863a | E842a80645257 | 78.9
E5abde3a9863a | E8f7e0bd325c1 | 28.4
E5abde3a9863a | E1b6d4074a6cb | 7.7
E44b4d51ef19a | E11cb11528777 | E81a0a27c655b
E44b4d51ef19a | E3fcce9910fe7 | 100.7
E44b4d51ef19a | Eaac1daab945d | 18.8
E44b4d51ef19a | E842a80645257 | 52.0
E44b4d51ef19a | E8f7e0bd325c1 | 10.6
E44b4d51ef19a | E1b6d4074a6cb | 19.3
Ed242b7896c24 | E11cb11528777 | Ef2bb65774bf1
Ed242b7896c24 | E3fcce9910fe7 | E1c19e29520a7
Ed242b7896c24 | Eaac1daab945d | Ef9fd22b9bc94
Ed242b7896c24 | E842a80645257 | E19904a5b69db
Ed242b7896c24 | E8f7e0bd325c1 | E4804cfb5344c
Ed242b7896c24 | E1b6d4074a6cb | Efe73cc20cd95

### TABLE E5c099185daa1 ###
E257fe7c44fd8 | Ead39d12eab90 | Ec5da6a1fdfe8
E257fe7c44fd8 | E80f8fe7a4d89 | 115
E31a36d79e59d | Ead39d12eab90 | E1b81c24a3f39
E31a36d79e59d | E80f8fe7a4d89 | Eda9c7d4148bb
Edc05a924d932 | Ead39d12eab90 | E0f82c74140a1
Edc05a924d932 | E80f8fe7a4d89 | E54e2055796d8

### TABLE Eadb86455d953 ###
E1a3b7cdfc5cd | E11cb11528777 | Eaaa51410f5c3
E1a3b7cdfc5cd | E1da84b778cb6 | Eebe185b11581
E1a3b7cdfc5cd | E986cb8ffb553 | Efe0fb80ea52a
E1a3b7cdfc5cd | E420f2b5bc48a | Edf3ee2cc9878
Ef1e9e7f6b7b5 | E11cb11528777 | E97119d002a36
Ef1e9e7f6b7b5 | E1da84b778cb6 | Efe0fb80ea52a
Ef1e9e7f6b7b5 | E986cb8ffb553 | E9352e681ae68
Ef1e9e7f6b7b5 | E420f2b5bc48a | E9b1909775cdb

### TABLE E8c4f772e8832 ###
Ecacc6e8569ba | E11cb11528777 | Efbd5eed0e53c
Ecacc6e8569ba | E69399fd0736c | 29
Ecacc6e8569ba | E1929a258141a | 17
E6c5ad0da5bd5 | E11cb11528777 | E447203cbf607
E6c5ad0da5bd5 | E69399fd0736c | 31
E6c5ad0da5bd5 | E1929a258141a | 21
E7d8aa5acf015 | E11cb11528777 | Ef6d4ae89d16f
E7d8aa5acf015 | E69399fd0736c | 27
E7d8aa5acf015 | E1929a258141a | 18

### TABLE Ec65abcf4e1f6 ###
E4928733c61e1 | E996a4512aed4 | Edb83819fb649
E4928733c61e1 | E732ed907b5ce | Edba82f18f03a
E4928733c61e1 | E804d1bb65d45 | Ed85462e6d95f
E4928733c61e1 | Ecf3f80bf7a38 | E255d7877c765
E2475e04e7992 | E996a4512aed4 | E9e56a2a22aad
E2475e04e7992 | E732ed907b5ce | 364.3
E2475e04e7992 | E804d1bb65d45 | 365.1
E2475e04e7992 | Ecf3f80bf7a38 | 332.5
Ecc20c7dde041 | E996a4512aed4 | Ee88421ee4a9c
Ecc20c7dde041 | E732ed907b5ce | E07f6172c0015
Ecc20c7dde041 | E804d1bb65d45 | E07f6172c0015
Ecc20c7dde041 | Ecf3f80bf7a38 | Eae46ea5352ff
Ebeb2f7a48739 | E996a4512aed4 | E2789941b5240
Ebeb2f7a48739 | E732ed907b5ce | E002a56191748
Ebeb2f7a48739 | E804d1bb65d45 | E8ca91fd7dcba
Ebeb2f7a48739 | Ecf3f80bf7a38 | E0ca461f6f319

### TABLE E960b005f5b9e ###
E8f939568a08e | Ed13e9892a4d7 | Ef28f8057ce69
E8f939568a08e | E61ddfca1f3f3 | 1659.9
E55f451b9d397 | Ed13e9892a4d7 | Edbfdb3dee61e
E55f451b9d397 | E61ddfca1f3f3 | 404.1
E5ad32da8ef51 | Ed13e9892a4d7 | Ec5da6a1fdfe8
E5ad32da8ef51 | E61ddfca1f3f3 | 646.7
E113a0c5055ee | Ed13e9892a4d7 | E12b12e4bfc6d
E113a0c5055ee | E61ddfca1f3f3 | E104857127ad9
E0b3e9845ac1e | Ed13e9892a4d7 | E0f5264db1264
E0b3e9845ac1e | E61ddfca1f3f3 | E3aa468da02be
Ed24eda29ba01 | Ed13e9892a4d7 | Ea73c160a3638
Ed24eda29ba01 | E61ddfca1f3f3 | E3f7b9f847a3f
Eedbf5cdf1e1d | Ed13e9892a4d7 | E8610895ad8fc
Eedbf5cdf1e1d | E61ddfca1f3f3 | 303.5
E8cc754b93261 | Ed13e9892a4d7 | E3c8f8f319d99
E8cc754b93261 | E61ddfca1f3f3 | Ed141c322cc9e

### TABLE E548bd19dd8c2 ###
Ef6328083b15d | E11cb11528777 | E3a4ab6a4e711
Ef6328083b15d | Ec00d6c7918b6 | E8faa38f49a2d
Ebab7607a93c6 | E11cb11528777 | Ee4cc4ed05095
Ebab7607a93c6 | Ec00d6c7918b6 | 169142
Ecdc98417223d | E11cb11528777 | Ec99b9f8d284e
Ecdc98417223d | Ec00d6c7918b6 | E5876d45a2596
E63db4eec6049 | E11cb11528777 | E5fe8c8899972
E63db4eec6049 | Ec00d6c7918b6 | Ec377e8b1b94f
E79915c23e49f | E11cb11528777 | E4eca2ca5edf3
E79915c23e49f | Ec00d6c7918b6 | 27745
Eddde7b2a4ebc | E11cb11528777 | Ef3ac5d88fa94
Eddde7b2a4ebc | Ec00d6c7918b6 | Ea8f7c5b094de
Ec90978733fac | E11cb11528777 | Eb243194bd04e
Ec90978733fac | Ec00d6c7918b6 | E656d1bcc1a13

### TABLE E48e6255b89a3 ###
E4c2b173f6509 | Ed3189cd79ce4 | Ee2d4c883bacd
E4c2b173f6509 | E6fca50daf758 | 1672
E71018898d2df | Ed3189cd79ce4 | E80f8c25b9a55
E71018898d2df | E6fca50daf758 | 1731
E947067d8c297 | Ed3189cd79ce4 | E919dac2329c1
E947067d8c297 | E6fca50daf758 | 1791
E213be7f19079 | Ed3189cd79ce4 | Ea9073b904a13
E213be7f19079 | E6fca50daf758 | 1854
E1944707cb185 | Ed3189cd79ce4 | E4daf3000c032
E1944707cb185 | E6fca50daf758 | 3643
Eb53e57b6913d | Ed3189cd79ce4 | E3ea71a26a4aa
Eb53e57b6913d | E6fca50daf758 | 12307
Ef08712e7d814 | Ed3189cd79ce4 | E85229e835ac4
Ef08712e7d814 | E6fca50daf758 | Eda52e9629af7
E61818f34d46c | Ed3189cd79ce4 | Ef2bb65774bf1
E61818f34d46c | E6fca50daf758 | E2a6c81e4e4fb

### TABLE Eeb6a65abc701 ###
Ec97102a6b649 | Efd243ad747dd | E0a046908d993
Ec97102a6b649 | E037fb7f5a6fe | E162f7a19ff93
Ec97102a6b649 | E1a218728a8f2 | E576eaccb8a71
Ec97102a6b649 | E4e77acc15792 | Ebc530b4871c4
Ec97102a6b649 | Edc9d0af40b99 | E29e0306d8833
Ec97102a6b649 | E7127a84bcdb2 | E071f107888c1
Efeb2de73e150 | Efd243ad747dd | E9c5cdfb64bfc
Efeb2de73e150 | E037fb7f5a6fe | 558
Efeb2de73e150 | E1a218728a8f2 | 918
Efeb2de73e150 | E4e77acc15792 | 709
Efeb2de73e150 | Edc9d0af40b99 | E2ea54297fb4b
Efeb2de73e150 | E7127a84bcdb2 | Ef6803113b1ce

### TABLE E55b77cbb4933 ###
E58df974e0c10 | E11cb11528777 | Eb94a8c4a3bff
E58df974e0c10 | E2c1a2a5fb006 | E1f68da18633b
E58df974e0c10 | Ea62ca47351a4 | Eacc018d117bb
E0d9d590f94b7 | E11cb11528777 | Ea0da42b4e699
E0d9d590f94b7 | E2c1a2a5fb006 | 56916
E0d9d590f94b7 | Ea62ca47351a4 | 49585
E71d7f6d7fb1e | E11cb11528777 | E315d89396e84
E71d7f6d7fb1e | E2c1a2a5fb006 | 22443
E71d7f6d7fb1e | Ea62ca47351a4 | 81276
E4edfab66d3a4 | E11cb11528777 | E4694c355065f
E4edfab66d3a4 | E2c1a2a5fb006 | 19037
E4edfab66d3a4 | Ea62ca47351a4 | 28031
E6af2786b4661 | E11cb11528777 | E3f3b76f65ceb
E6af2786b4661 | E2c1a2a5fb006 | 66790
E6af2786b4661 | Ea62ca47351a4 | 59997
E9876ac2a301f | E11cb11528777 | E3ca93d550cba
E9876ac2a301f | E2c1a2a5fb006 | E9af34a02a512
E9876ac2a301f | Ea62ca47351a4 | E86125854e00d

### TABLE E8168568d169b ###
E336b91cc9069 | E11cb11528777 | Ec68cb1222f83
E336b91cc9069 | E8fd5a812414a | Ec82902d63891
E336b91cc9069 | E8575f14951d1 | Ed5d53999f327
E336b91cc9069 | Ee38787f339a5 | E06d05e869150
E336b91cc9069 | E09ee28c83c49 | E465135ec2c8e
E8fd56506b278 | E11cb11528777 | E59e25adc60ea
E8fd56506b278 | E8fd5a812414a | E1140124785f3
E8fd56506b278 | E8575f14951d1 | Ede6e7cf45794
E8fd56506b278 | Ee38787f339a5 | Ede6e7cf45794
E8fd56506b278 | E09ee28c83c49 | Ede6e7cf45794
E081a062b7432 | E11cb11528777 | Ec6cad6cb3dd8
